Label,category,Vocabulary ID,Parent,GrandParent,GreatGrandParent,GreatGreatGrandParent,GreatGreatGreatGrandParent,n
Penile Neoplasms,C,C12.294.494.591,Penile Diseases,"Genital Diseases, Male",Male Urogenital Diseases,NULL,NULL,9
Penile Neoplasms,C,C12.758.409.500,"Genital Neoplasms, Male",Urogenital Neoplasms,Male Urogenital Diseases,NULL,NULL,9
Penile Neoplasms,C,C04.588.945.440.715,"Genital Neoplasms, Male",Urogenital Neoplasms,Neoplasms by Site,Neoplasms,NULL,9
Periodontitis,C,C07.465.714.533,Periodontal Diseases,Mouth Diseases,Stomatognathic Diseases,NULL,NULL,9
Pharyngitis,C,C07.550.781,Pharyngeal Diseases,Stomatognathic Diseases,NULL,NULL,NULL,9
Pharyngitis,C,C08.730.561,Respiratory Tract Infections,Respiratory Tract Diseases,NULL,NULL,NULL,9
Pharyngitis,C,C09.775.649,Pharyngeal Diseases,Otorhinolaryngologic Diseases,NULL,NULL,NULL,9
Pharyngitis,C,C01.748.561,Respiratory Tract Infections,Infections,NULL,NULL,NULL,9
"Pneumonia, Ventilator-Associated",C,C01.748.610.300.500,Healthcare-Associated Pneumonia,Pneumonia,Respiratory Tract Infections,Infections,NULL,9
"Pneumonia, Ventilator-Associated",C,C01.248.250.500,Healthcare-Associated Pneumonia,Cross Infection,Infections,NULL,NULL,9
"Pneumonia, Ventilator-Associated",C,C08.730.610.300.500,Healthcare-Associated Pneumonia,Pneumonia,Respiratory Tract Infections,Respiratory Tract Diseases,NULL,9
"Pneumonia, Ventilator-Associated",C,C08.381.677.300.500,Healthcare-Associated Pneumonia,Pneumonia,Lung Diseases,Respiratory Tract Diseases,NULL,9
"Pneumonia, Ventilator-Associated",C,C23.550.291.875.500.500.500,Healthcare-Associated Pneumonia,Cross Infection,Iatrogenic Disease,Disease Attributes,Pathologic Processes,9
"Pregnancy, Ectopic",C,C13.703.733,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,NULL,9
Systemic Inflammatory Response Syndrome,C,C23.550.470.790,Inflammation,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,9
Systemic Inflammatory Response Syndrome,C,C23.550.835.900,Shock,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,9
"Tuberculosis, Miliary",C,C01.150.252.410.040.552.846.764,Tuberculosis,Mycobacterium Infections,Actinomycetales Infections,Gram-Positive Bacterial Infections,Bacterial Infections,9
Urologic Diseases,C,C13.351.968,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,NULL,9
Urologic Diseases,C,C12.777,Male Urogenital Diseases,NULL,NULL,NULL,NULL,9
Uterine Cervical Diseases,C,C13.351.500.852.593,Uterine Diseases,"Genital Diseases, Female",Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,9
Vascular Calcification,C,C18.452.174.130.780,Calcinosis,Calcium Metabolism Disorders,Metabolic Diseases,Nutritional and Metabolic Diseases,NULL,9
Yersinia Infections,C,C01.150.252.400.310.980,Enterobacteriaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,9
"Acidosis, Lactic",C,C18.452.076.176.180,Acidosis,Acid-Base Imbalance,Metabolic Diseases,Nutritional and Metabolic Diseases,NULL,8
Acne Vulgaris,C,C17.800.794.111,Sebaceous Gland Diseases,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,8
Acne Vulgaris,C,C17.800.030.150,Acneiform Eruptions,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,8
Anaphylaxis,C,C20.543.480.099,"Hypersensitivity, Immediate",Hypersensitivity,Immune System Diseases,NULL,NULL,8
Anthrax,C,C01.150.252.410.090.072,Bacillaceae Infections,Gram-Positive Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,8
Arterial Occlusive Diseases,C,C14.907.137,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,NULL,8
Back Pain,C,C23.888.592.612.107,Pain,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,8
Brain Concussion,C,C26.915.300.450.500,"Head Injuries, Closed",Craniocerebral Trauma,"Trauma, Nervous System",Wounds and Injuries,NULL,8
Brain Concussion,C,C26.915.300.200.194.250,"Brain Injuries, Traumatic",Brain Injuries,Craniocerebral Trauma,"Trauma, Nervous System",Wounds and Injuries,8
Brain Concussion,C,C26.974.382.200,"Head Injuries, Closed","Wounds, Nonpenetrating",Wounds and Injuries,NULL,NULL,8
Brain Concussion,C,C10.900.300.087.235.250,"Brain Injuries, Traumatic",Brain Injuries,Craniocerebral Trauma,"Trauma, Nervous System",Nervous System Diseases,8
Brain Concussion,C,C10.900.300.350.300,"Head Injuries, Closed",Craniocerebral Trauma,"Trauma, Nervous System",Nervous System Diseases,NULL,8
Brain Concussion,C,C10.228.140.199.444.250,"Brain Injuries, Traumatic",Brain Injuries,Brain Diseases,Central Nervous System Diseases,Nervous System Diseases,8
Burkholderia Infections,C,C01.150.252.400.170,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,8
Cat Diseases,C,C22.180,Animal Diseases,NULL,NULL,NULL,NULL,8
Chromosome Disorders,C,C16.131.260,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,NULL,8
Chromosome Disorders,C,C16.320.180,"Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,NULL,8
Clinical Deterioration,C,C23.550.291.656.350,Disease Progression,Disease Attributes,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,8
"Colitis, Ulcerative",C,C06.405.469.158.188.231,Colitis,Colonic Diseases,Intestinal Diseases,Gastrointestinal Diseases,Digestive System Diseases,8
"Colitis, Ulcerative",C,C06.405.205.731.249,Inflammatory Bowel Diseases,Gastroenteritis,Gastrointestinal Diseases,Digestive System Diseases,NULL,8
"Colitis, Ulcerative",C,C06.405.205.265.231,Colitis,Gastroenteritis,Gastrointestinal Diseases,Digestive System Diseases,NULL,8
"Colitis, Ulcerative",C,C06.405.469.432.249,Inflammatory Bowel Diseases,Intestinal Diseases,Gastrointestinal Diseases,Digestive System Diseases,NULL,8
Confusion,C,C10.597.606.337,Neurobehavioral Manifestations,Neurologic Manifestations,Nervous System Diseases,NULL,NULL,8
Confusion,C,C23.888.592.604.339,Neurobehavioral Manifestations,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,8
"Conjunctivitis, Bacterial",C,C11.187.183.220,Conjunctivitis,Conjunctival Diseases,Eye Diseases,NULL,NULL,8
"Conjunctivitis, Bacterial",C,C11.294.354.220,"Eye Infections, Bacterial",Eye Infections,Eye Diseases,NULL,NULL,8
"Conjunctivitis, Bacterial",C,C01.150.252.289.225,"Eye Infections, Bacterial",Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,8
"Conjunctivitis, Bacterial",C,C01.375.354.220,"Eye Infections, Bacterial",Eye Infections,Infections,NULL,NULL,8
Dermatitis,C,C17.800.174,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,NULL,8
"Dermatitis, Allergic Contact",C,C17.800.174.255.100,"Dermatitis, Contact",Dermatitis,Skin Diseases,Skin and Connective Tissue Diseases,NULL,8
"Dermatitis, Allergic Contact",C,C17.800.815.255.100,"Dermatitis, Contact","Skin Diseases, Eczematous",Skin Diseases,Skin and Connective Tissue Diseases,NULL,8
"Dermatitis, Allergic Contact",C,C20.543.418.150,"Hypersensitivity, Delayed",Hypersensitivity,Immune System Diseases,NULL,NULL,8
Endometriosis,C,C13.351.500.163,"Genital Diseases, Female",Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,8
Erythema,C,C17.800.229,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,NULL,8
Erythema,C,C23.888.885.328,Skin Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,NULL,8
Food Hypersensitivity,C,C20.543.480.370,"Hypersensitivity, Immediate",Hypersensitivity,Immune System Diseases,NULL,NULL,8
Foot Rot,C,C22.394,Animal Diseases,NULL,NULL,NULL,NULL,8
Foot Rot,C,C01.150.252.400.369,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,8
Glanders,C,C01.150.252.400.170.400,Burkholderia Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,8
Glanders,C,C22.488.409,Horse Diseases,Animal Diseases,NULL,NULL,NULL,8
Hepatitis,C,C06.552.380,Liver Diseases,Digestive System Diseases,NULL,NULL,NULL,8
Hepatomegaly,C,C06.552.416,Liver Diseases,Digestive System Diseases,NULL,NULL,NULL,8
Hepatomegaly,C,C23.300.775.525,Hypertrophy,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,NULL,8
Horse Diseases,C,C22.488,Animal Diseases,NULL,NULL,NULL,NULL,8
Leukocytosis,C,C15.378.553.475,Leukocyte Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,8
Leukocytosis,C,C23.550.526,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,8
"Liver Cirrhosis, Biliary",C,C23.550.355.412.400,Liver Cirrhosis,Fibrosis,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,8
"Liver Cirrhosis, Biliary",C,C06.552.630.400,Liver Cirrhosis,Liver Diseases,Digestive System Diseases,NULL,NULL,8
"Liver Cirrhosis, Biliary",C,C06.552.150.250,"Cholestasis, Intrahepatic",Liver Diseases,Digestive System Diseases,NULL,NULL,8
"Liver Cirrhosis, Biliary",C,C06.130.120.135.250.250,"Cholestasis, Intrahepatic",Cholestasis,Bile Duct Diseases,Biliary Tract Diseases,Digestive System Diseases,8
"Liver Diseases, Alcoholic",C,C06.552.645,Liver Diseases,Digestive System Diseases,NULL,NULL,NULL,8
"Liver Diseases, Alcoholic",C,C25.775.100.087.645,Alcohol-Induced Disorders,Alcohol-Related Disorders,Substance-Related Disorders,Chemically-Induced Disorders,NULL,8
Loiasis,C,C01.610.335.508.700.750.361.518,Filariasis,Spirurida Infections,Secernentea Infections,Nematode Infections,Helminthiasis,8
Lyme Disease,C,C01.150.252.400.536,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,8
Lyme Disease,C,C01.150.252.400.794.352.250,Borrelia Infections,Spirochaetales Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,8
Lyme Disease,C,C01.920.930.513,Tick-Borne Diseases,Vector Borne Diseases,Infections,NULL,NULL,8
Lymphopenia,C,C15.378.553.546.605,Leukopenia,Leukocyte Disorders,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,8
Lymphopenia,C,C20.673.627,Immunologic Deficiency Syndromes,Immune System Diseases,NULL,NULL,NULL,8
Meningioma,C,C10.551.240.500.500,Meningeal Neoplasms,Central Nervous System Neoplasms,Nervous System Neoplasms,Nervous System Diseases,NULL,8
Meningioma,C,C04.557.580.520,"Neoplasms, Nerve Tissue",Neoplasms by Histologic Type,Neoplasms,NULL,NULL,8
Meningioma,C,C04.557.645.520,"Neoplasms, Vascular Tissue",Neoplasms by Histologic Type,Neoplasms,NULL,NULL,8
Meningioma,C,C04.588.614.250.580.500,Meningeal Neoplasms,Central Nervous System Neoplasms,Nervous System Neoplasms,Neoplasms by Site,Neoplasms,8
"Meningitis, Viral",C,C10.228.228.245.500,Central Nervous System Viral Diseases,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,NULL,8
"Meningitis, Viral",C,C10.228.614.400,Meningitis,Central Nervous System Diseases,Nervous System Diseases,NULL,NULL,8
"Meningitis, Viral",C,C01.925.182.550,Central Nervous System Viral Diseases,Virus Diseases,Infections,NULL,NULL,8
"Meningitis, Viral",C,C01.207.245.500,Central Nervous System Viral Diseases,Central Nervous System Infections,Infections,NULL,NULL,8
Menstruation Disturbances,C,C23.550.568,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,8
"Mesothelioma, Malignant",C,C04.557.470.660.510.757,Mesothelioma,"Neoplasms, Mesothelial","Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,8
"Mesothelioma, Malignant",C,C04.557.470.035.510.757,Mesothelioma,Adenoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,8
"Mesothelioma, Malignant",C,C08.785.520.124,Lung Neoplasms,Respiratory Tract Neoplasms,Respiratory Tract Diseases,NULL,NULL,8
"Mesothelioma, Malignant",C,C08.785.640.350,Pleural Neoplasms,Respiratory Tract Neoplasms,Respiratory Tract Diseases,NULL,NULL,8
"Mesothelioma, Malignant",C,C08.381.540.144,Lung Neoplasms,Lung Diseases,Respiratory Tract Diseases,NULL,NULL,8
"Mesothelioma, Malignant",C,C04.588.894.797.520.173,Lung Neoplasms,Respiratory Tract Neoplasms,Thoracic Neoplasms,Neoplasms by Site,Neoplasms,8
"Mesothelioma, Malignant",C,C04.588.894.797.640.350,Pleural Neoplasms,Respiratory Tract Neoplasms,Thoracic Neoplasms,Neoplasms by Site,Neoplasms,8
"Neoplasms, Hormone-Dependent",C,C04.626,Neoplasms,NULL,NULL,NULL,NULL,8
Neuritis,C,C10.668.829.650,Peripheral Nervous System Diseases,Neuromuscular Diseases,Nervous System Diseases,NULL,NULL,8
Neurosyphilis,C,C10.228.228.180.600,Central Nervous System Bacterial Infections,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,NULL,8
Neurosyphilis,C,C01.207.180.600,Central Nervous System Bacterial Infections,Central Nervous System Infections,Infections,NULL,NULL,8
Neurosyphilis,C,C01.150.252.400.794.840.500.750,Syphilis,Treponemal Infections,Spirochaetales Infections,Gram-Negative Bacterial Infections,Bacterial Infections,8
Neurosyphilis,C,C01.150.252.400.840.500.750,Syphilis,Treponemal Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,8
Neurosyphilis,C,C01.150.252.223.600,Central Nervous System Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,8
Nevus,C,C04.557.665.560,Nevi and Melanomas,Neoplasms by Histologic Type,Neoplasms,NULL,NULL,8
"Nevus, Pigmented",C,C04.557.665.560.615,Nevus,Nevi and Melanomas,Neoplasms by Histologic Type,Neoplasms,NULL,8
Occupational Injuries,C,C26.716,Wounds and Injuries,NULL,NULL,NULL,NULL,8
Paramyxoviridae Infections,C,C01.925.782.580.600,Mononegavirales Infections,RNA Virus Infections,Virus Diseases,Infections,NULL,8
"Parasitic Diseases, Animal",C,C01.610.701,Parasitic Diseases,Infections,NULL,NULL,NULL,8
"Parasitic Diseases, Animal",C,C22.674,Animal Diseases,NULL,NULL,NULL,NULL,8
Parvoviridae Infections,C,C01.925.256.700,DNA Virus Infections,Virus Diseases,Infections,NULL,NULL,8
Peptic Ulcer,C,C06.405.469.275.800,Duodenal Diseases,Intestinal Diseases,Gastrointestinal Diseases,Digestive System Diseases,NULL,8
Peptic Ulcer,C,C06.405.748.586,Stomach Diseases,Gastrointestinal Diseases,Digestive System Diseases,NULL,NULL,8
Pericarditis,C,C14.280.720,Heart Diseases,Cardiovascular Diseases,NULL,NULL,NULL,8
Prehypertension,C,C14.907.653,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,NULL,8
Respiratory Tract Neoplasms,C,C04.588.894.797,Thoracic Neoplasms,Neoplasms by Site,Neoplasms,NULL,NULL,8
Respiratory Tract Neoplasms,C,C08.785,Respiratory Tract Diseases,NULL,NULL,NULL,NULL,8
Soft Tissue Neoplasms,C,C04.588.839,Neoplasms by Site,Neoplasms,NULL,NULL,NULL,8
Strabismus,C,C10.292.562.887,Ocular Motility Disorders,Cranial Nerve Diseases,Nervous System Diseases,NULL,NULL,8
Strabismus,C,C11.590.810,Ocular Motility Disorders,Eye Diseases,NULL,NULL,NULL,8
Substance Withdrawal Syndrome,C,C25.775.835,Substance-Related Disorders,Chemically-Induced Disorders,NULL,NULL,NULL,8
Thyroid Diseases,C,C19.874,Endocrine System Diseases,NULL,NULL,NULL,NULL,8
Vasculitis,C,C14.907.940,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,NULL,8
West Nile Fever,C,C10.228.140.430.520.750.300.887,"Encephalitis, Arbovirus","Encephalitis, Viral",Infectious Encephalitis,Encephalitis,Brain Diseases,8
West Nile Fever,C,C10.228.228.245.340.300.887,"Encephalitis, Arbovirus","Encephalitis, Viral",Central Nervous System Viral Diseases,Central Nervous System Infections,Central Nervous System Diseases,8
West Nile Fever,C,C10.228.228.399.750.300.887,"Encephalitis, Arbovirus","Encephalitis, Viral",Infectious Encephalitis,Central Nervous System Infections,Central Nervous System Diseases,8
West Nile Fever,C,C01.925.182.525.300.850,"Encephalitis, Arbovirus","Encephalitis, Viral",Central Nervous System Viral Diseases,Virus Diseases,Infections,8
West Nile Fever,C,C01.925.782.350.250.900,Flavivirus Infections,Flaviviridae Infections,RNA Virus Infections,Virus Diseases,Infections,8
West Nile Fever,C,C01.925.782.310.950,"Encephalitis, Arbovirus",RNA Virus Infections,Virus Diseases,Infections,NULL,8
West Nile Fever,C,C01.925.081.343.950,"Encephalitis, Arbovirus",Arbovirus Infections,Virus Diseases,Infections,NULL,8
West Nile Fever,C,C01.920.500.343.950,"Encephalitis, Arbovirus",Arbovirus Infections,Vector Borne Diseases,Infections,NULL,8
West Nile Fever,C,C01.207.399.750.300.887,"Encephalitis, Arbovirus","Encephalitis, Viral",Infectious Encephalitis,Central Nervous System Infections,Infections,8
West Nile Fever,C,C01.207.245.340.300.887,"Encephalitis, Arbovirus","Encephalitis, Viral",Central Nervous System Viral Diseases,Central Nervous System Infections,Infections,8
"Abnormalities, Multiple",C,C16.131.077,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,NULL,7
Amebiasis,C,C01.610.752.049,Protozoan Infections,Parasitic Diseases,Infections,NULL,NULL,7
Amyloidosis,C,C18.452.845.500,Proteostasis Deficiencies,Metabolic Diseases,Nutritional and Metabolic Diseases,NULL,NULL,7
"Anemia, Hemolytic",C,C15.378.071.141,Anemia,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,7
"Aneurysm, Ruptured",C,C14.907.055.185,Aneurysm,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,7
Anophthalmos,C,C11.250.080,Eye Abnormalities,Eye Diseases,NULL,NULL,NULL,7
Anophthalmos,C,C16.131.384.159,Eye Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,7
"Aphakia, Postcataract",C,C11.510.103.110,Aphakia,Lens Diseases,Eye Diseases,NULL,NULL,7
Ascorbic Acid Deficiency,C,C18.654.521.500.133.115,Avitaminosis,Deficiency Diseases,Malnutrition,Nutrition Disorders,Nutritional and Metabolic Diseases,7
Autonomic Nervous System Diseases,C,C10.177,Nervous System Diseases,NULL,NULL,NULL,NULL,7
Babesiosis,C,C01.610.701.688.122,"Protozoan Infections, Animal","Parasitic Diseases, Animal",Parasitic Diseases,Infections,NULL,7
Babesiosis,C,C01.610.752.075,Protozoan Infections,Parasitic Diseases,Infections,NULL,NULL,7
Babesiosis,C,C01.610.752.625.122,"Protozoan Infections, Animal",Protozoan Infections,Parasitic Diseases,Infections,NULL,7
Babesiosis,C,C01.920.930.182,Tick-Borne Diseases,Vector Borne Diseases,Infections,NULL,NULL,7
Babesiosis,C,C22.674.710.122,"Protozoan Infections, Animal","Parasitic Diseases, Animal",Animal Diseases,NULL,NULL,7
Bacteriuria,C,C12.777.892.219,Urinary Tract Infections,Urologic Diseases,Male Urogenital Diseases,NULL,NULL,7
Bacteriuria,C,C13.351.968.892.219,Urinary Tract Infections,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,7
Bacteriuria,C,C01.915.219,Urinary Tract Infections,Infections,NULL,NULL,NULL,7
Barrett Esophagus,C,C04.834.154,Precancerous Conditions,Neoplasms,NULL,NULL,NULL,7
Barrett Esophagus,C,C06.405.117.102,Esophageal Diseases,Gastrointestinal Diseases,Digestive System Diseases,NULL,NULL,7
Bird Diseases,C,C22.131,Animal Diseases,NULL,NULL,NULL,NULL,7
Blood Coagulation Disorders,C,C15.378.100,Hematologic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,NULL,7
Brain Death,C,C10.597.606.358.800.200.100,Coma,Unconsciousness,Consciousness Disorders,Neurobehavioral Manifestations,Neurologic Manifestations,7
