Label,category,Vocabulary ID,Parent,GrandParent,n
HTLV-I Infections,C,C20.673.483.470,Deltaretrovirus Infections,Immunologic Deficiency Syndromes,30
Immune System,A,A15.382,Hemic and Immune Systems,NULL,30
"Infectious Disease Transmission, Patient-to-Professional",N,N06.850.335.500,"Disease Transmission, Infectious",Public Health,30
Interleukins,D,D23.529.374.465,Cytokines,Intercellular Signaling Peptides and Proteins,30
Interleukins,D,D12.776.467.374.465,Cytokines,Intercellular Signaling Peptides and Proteins,30
Interleukins,D,D12.644.276.374.465,Cytokines,Intercellular Signaling Peptides and Proteins,30
Jamaica,Z,Z01.107.084.900.525,West Indies,Caribbean Region,30
Jamaica,Z,Z01.639.880.525,West Indies,Islands,30
Knowledge,K,K01.468,Humanities,NULL,30
Kyrgyzstan,Z,Z01.252.100.450,"Asia, Central",Asia,30
Kyrgyzstan,Z,Z01.586.950.450,USSR,Historical Geographic Locations,30
Kyrgyzstan,Z,Z01.542.931.450,USSR,Europe,30
Macaca mulatta,B,B01.050.150.900.649.313.988.400.112.199.120.510.550,Macaca,Cercopithecinae,30
"Meningitis, Haemophilus",C,C01.150.252.223.500.425,"Meningitis, Bacterial",Central Nervous System Bacterial Infections,30
"Meningitis, Haemophilus",C,C01.150.252.400.700.433.615,Haemophilus Infections,Pasteurellaceae Infections,30
"Meningitis, Haemophilus",C,C01.207.180.500.425,"Meningitis, Bacterial",Central Nervous System Bacterial Infections,30
"Meningitis, Haemophilus",C,C10.228.614.280.393,"Meningitis, Bacterial",Meningitis,30
"Meningitis, Haemophilus",C,C10.228.228.180.500.425,"Meningitis, Bacterial",Central Nervous System Bacterial Infections,30
Metabolic Networks and Pathways,G,G03.493,Metabolism,NULL,30
Microarray Analysis,E,E05.588.570,Microchip Analytical Procedures,Investigative Techniques,30
Motor Vehicles,J,J01.937.500,Transportation,"Technology, Industry, and Agriculture",30
Mumps,C,C01.925.782.580.600.680.500,Rubulavirus Infections,Paramyxoviridae Infections,30
Mumps,C,C07.465.815.470.800.630,Parotitis,Parotid Diseases,30
Mycobacterium Infections,C,C01.150.252.410.040.552,Actinomycetales Infections,Gram-Positive Bacterial Infections,30
Needle-Exchange Programs,N,N02.421.726.708,Preventive Health Services,Health Services,30
Neoplasm Invasiveness,C,C04.697.645,Neoplastic Processes,Neoplasms,30
Neoplasm Invasiveness,C,C23.550.727.645,Neoplastic Processes,Pathologic Processes,30
"Nursing Staff, Hospital",N,N02.360.680.490,Nursing Staff,Health Personnel,30
"Nursing Staff, Hospital",N,N02.360.740.523,"Personnel, Hospital",Health Personnel,30
"Nursing Staff, Hospital",M,M01.526.485.680.490,Nursing Staff,Health Personnel,30
"Nursing Staff, Hospital",M,M01.526.485.740.523,"Personnel, Hospital",Health Personnel,30
Patient Transfer,N,N02.421.585.400.630,Hospitalization,Patient Care,30
Patient Transfer,N,N02.421.585.169.624,Continuity of Patient Care,Patient Care,30
Patient Transfer,N,N04.590.233.727.210.624,Continuity of Patient Care,Primary Health Care,30
Patient Transfer,E,E02.760.169.624,Continuity of Patient Care,Patient Care,30
Patient Transfer,E,E02.760.400.630,Hospitalization,Patient Care,30
Peripheral Nervous System Diseases,C,C10.668.829,Neuromuscular Diseases,Nervous System Diseases,30
Physical Fitness,N,N01.400.545,Health,Population Characteristics,30
Physical Fitness,I,I03.450.642.845.054.800,Athletic Performance,Sports,30
Physical Fitness,G,G11.427.685,Musculoskeletal Physiological Phenomena,Musculoskeletal and Neural Physiological Phenomena,30
Private Practice,N,N04.452.758.745,Professional Practice,Organization and Administration,30
Privatization,N,N04.452.633.780,Ownership,Organization and Administration,30
"Protein Structure, Secondary",G,G02.111.570.820.709.600,Protein Conformation,Molecular Conformation,30
Pyrazinamide,D,D03.383.679.750,Pyrazines,"Heterocyclic Compounds, 1-Ring",30
Renal Insufficiency,C,C12.777.419.780,Kidney Diseases,Urologic Diseases,30
Renal Insufficiency,C,C13.351.968.419.780,Kidney Diseases,Urologic Diseases,30
Ritonavir,D,D02.886.675.653,Thiazoles,Sulfur Compounds,30
Ritonavir,D,D03.383.129.708.653,Thiazoles,Azoles,30
Self-Injurious Behavior,F,F01.145.126.980,Behavioral Symptoms,Behavior,30
Self-Management,N,N02.421.784.760,Rehabilitation,Health Services,30
Severe Dengue,C,C01.925.782.350.250.214.200,Dengue,Flavivirus Infections,30
Severe Dengue,C,C01.925.782.417.214.200,Dengue,"Hemorrhagic Fevers, Viral",30
Severe Dengue,C,C01.920.500.270.200,Dengue,Arbovirus Infections,30
Severe Dengue,C,C01.925.081.270.200,Dengue,Arbovirus Infections,30
Splenomegaly,C,C23.300.775.750,Hypertrophy,"Pathological Conditions, Anatomical",30
Streptococcus pyogenes,B,B03.510.550.737.872.575,Streptococcus,Streptococcaceae,30
Streptococcus pyogenes,B,B03.510.400.800.872.575,Streptococcus,Streptococcaceae,30
Streptococcus pyogenes,B,B03.353.750.737.872.575,Streptococcus,Streptococcaceae,30
"Suicide, Attempted",I,I01.880.735.856.600,Suicide,Social Problems,30
"Suicide, Attempted",F,F01.145.126.980.875.600,Suicide,Self-Injurious Behavior,30
Tandem Mass Spectrometry,E,E05.196.566.880,Mass Spectrometry,"Chemistry Techniques, Analytical",30
Tetanus,C,C01.150.252.410.222.864,Clostridium Infections,Gram-Positive Bacterial Infections,30
Tobacco Use Disorder,C,C25.775.912,Substance-Related Disorders,Chemically-Induced Disorders,30
Tobacco Use Disorder,F,F03.900.912,Substance-Related Disorders,Mental Disorders,30
Trauma Centers,N,N02.421.297.195.480,"Emergency Service, Hospital",Emergency Medical Services,30
Trauma Centers,N,N02.278.216.500.968.336.500,"Emergency Service, Hospital",Hospital Departments,30
Trauma Centers,N,N04.452.442.452.422.336.400,"Emergency Service, Hospital",Hospital Departments,30
Trypanosoma brucei rhodesiense,B,B01.268.475.868.887.115,Trypanosoma,Trypanosomatina,30
Wasting Syndrome,C,C18.452.915,Metabolic Diseases,Nutritional and Metabolic Diseases,30
Wasting Syndrome,C,C18.654.940,Nutrition Disorders,Nutritional and Metabolic Diseases,30
Adenine,D,D03.633.100.759.138,Purines,"Heterocyclic Compounds, 2-Ring",29
Adenosine Triphosphate,D,D03.633.100.759.646.138.236,Adenine Nucleotides,Purine Nucleotides,29
Adenosine Triphosphate,D,D13.695.667.138.236,Adenine Nucleotides,Purine Nucleotides,29
Adenosine Triphosphate,D,D13.695.827.068.236,Adenine Nucleotides,Ribonucleotides,29
Alphapapillomavirus,B,B04.280.210.655.050,Papillomaviridae,DNA Tumor Viruses,29
Alphapapillomavirus,B,B04.613.204.655.050,Papillomaviridae,DNA Tumor Viruses,29
Amino Acids,D,D12.125,"Amino Acids, Peptides, and Proteins",NULL,29
Aminoquinolines,D,D03.633.100.810.050,Quinolines,"Heterocyclic Compounds, 2-Ring",29
"Animals, Newborn",B,B01.050.050.282,Animal Population Groups,Animals,29
Basal Metabolism,G,G03.295.154,Energy Metabolism,Metabolism,29
Blood Chemical Analysis,E,E05.200.124.100,Clinical Chemistry Tests,Clinical Laboratory Techniques,29
Blood Chemical Analysis,E,E01.370.225.124.100,Clinical Chemistry Tests,Clinical Laboratory Techniques,29
Chickenpox Vaccine,D,D20.215.894.899.290.130,Herpesvirus Vaccines,Viral Vaccines,29
Community Health Nursing,N,N02.421.143.150,Community Health Services,Health Services,29
Community Health Nursing,H,H02.478.676.150,"Specialties, Nursing",Nursing,29
Critical Pathways,N,N04.590.275,Patient Care Management,Health Services Administration,29
Critical Pathways,N,N04.590.233.624.625,Patient Care Planning,Comprehensive Health Care,29
Dehydration,C,C18.452.950.179,Water-Electrolyte Imbalance,Metabolic Diseases,29
Dehydration,C,C23.550.274,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",29
Dried Blood Spot Testing,E,E01.370.225.124.100.232,Blood Chemical Analysis,Clinical Chemistry Tests,29
Dried Blood Spot Testing,E,E05.200.124.100.232,Blood Chemical Analysis,Clinical Chemistry Tests,29
Electromagnetic Fields,G,G01.358.500.260,Electromagnetic Phenomena,Magnetic Phenomena,29
Electromagnetic Fields,G,G01.358.750.500,Magnetic Fields,Magnetic Phenomena,29
"Electrophoresis, Gel, Pulsed-Field",E,E05.196.401.220,Electrophoresis,"Chemistry Techniques, Analytical",29
"Electrophoresis, Gel, Pulsed-Field",E,E05.301.300.220,Electrophoresis,Electrochemical Techniques,29
Equipment and Supplies,E,E07,NULL,NULL,29
Extracellular Matrix Proteins,D,D12.776.860.300,Scleroproteins,Proteins,29
Food Handling,J,J01.576.423.200,Food Industry,Industry,29
Food Services,J,J01.576.423.500,Food Industry,Industry,29
Fresh Water,G,G16.500.275.280,Environment,Ecological and Environmental Phenomena,29
Fresh Water,N,N06.230.232,Environment,Environment and Public Health,29
"gag Gene Products, Human Immunodeficiency Virus",D,D12.776.775.330.650,"Gene Products, gag",Polyproteins,29
"gag Gene Products, Human Immunodeficiency Virus",D,D12.776.964.775.350.362,"Gene Products, gag",Retroviridae Proteins,29
"gag Gene Products, Human Immunodeficiency Virus",D,D12.776.964.775.562.750,Human Immunodeficiency Virus Proteins,Retroviridae Proteins,29
"gag Gene Products, Human Immunodeficiency Virus",D,D12.776.964.970.600.850.350.362,"Gene Products, gag",Viral Core Proteins,29
"Gene Expression Regulation, Neoplastic",G,G05.308.370,Gene Expression Regulation,Genetic Phenomena,29
"Genes, env",G,G05.360.340.024.340.364.875.172,"Genes, Viral","Genes, Microbial",29
"Genes, env",G,G05.360.340.358.024.875.172,"Genes, Viral","Genes, Microbial",29
"Genes, env",G,G05.360.340.358.840.500.172,"Genes, Viral","Genome, Viral",29
Genomic Islands,G,G05.360.340.024.425.500,Interspersed Repetitive Sequences,Genome Components,29
Genomic Islands,G,G05.360.080.708.330.330,Interspersed Repetitive Sequences,"Repetitive Sequences, Nucleic Acid",29
Genomic Islands,G,G02.111.570.080.708.330.330,Interspersed Repetitive Sequences,"Repetitive Sequences, Nucleic Acid",29
"Glaucoma, Angle-Closure",C,C11.525.381.056,Glaucoma,Ocular Hypertension,29
"Glaucoma, Open-Angle",C,C11.525.381.407,Glaucoma,Ocular Hypertension,29
Hand Strength,E,E01.370.600.425.500,Muscle Strength,Physical Examination,29
Hand Strength,G,G11.427.560.500,Muscle Strength,Musculoskeletal Physiological Phenomena,29
Health Transition,I,I01.240.600.400,Population Dynamics,Demography,29
Health Transition,N,N06.850.505.400.700.400,Population Dynamics,Demography,29
Health Transition,N,N01.224.625.400,Population Dynamics,Demography,29
Health Transition,N,N06.850.650,Public Health,Environment and Public Health,29
Herpesviridae Infections,C,C01.925.256.466,DNA Virus Infections,Virus Diseases,29
Homicide,I,I01.198.240.470,Crime,Criminology,29
Homicide,I,I01.880.735.344,Social Problems,Sociology,29
"Hospitals, Private",N,N02.278.421.481,Hospitals,Health Facilities,29
Immune Sera,A,A12.207.152.846.500,Serum,Blood,29
Immune Sera,D,D20.215.401,Biological Products,Complex Mixtures,29
Immune Sera,D,D12.776.124.790.651.114.573,Antibodies,Immunoglobulins,29
Immune Sera,D,D12.776.124.486.485.114.573,Antibodies,Immunoglobulins,29
Immune Sera,D,D12.776.377.715.548.114.573,Antibodies,Immunoglobulins,29
Infertility,C,C12.294.365,"Genital Diseases, Male",Male Urogenital Diseases,29
Infertility,C,C13.351.500.365,"Genital Diseases, Female",Female Urogenital Diseases,29
Israel,Z,Z01.252.245.500.375,Middle East,"Asia, Western",29
Lipoproteins,D,D10.532,Lipids,NULL,29
Lipoproteins,D,D12.776.521,Proteins,"Amino Acids, Peptides, and Proteins",29
Medical Informatics,L,L01.313.500,Informatics,Information Science,29
"Medical Records Systems, Computerized",L,L01.313.500.750.300.695,Information Systems,Medical Informatics Applications,29
"Medical Records Systems, Computerized",N,N06.850.520.308.940.968.625,Medical Records,Records,29
"Medical Records Systems, Computerized",N,N05.715.360.300.715.500.530,Medical Records,Records,29
"Medical Records Systems, Computerized",N,N04.452.859.564.650,Medical Records,Records,29
"Medical Records Systems, Computerized",E,E05.318.308.940.968.625,Medical Records,Records,29
Methadone,D,D02.522.675,Ketones,Organic Chemicals,29
Microbiological Techniques,E,E01.370.225.875,Clinical Laboratory Techniques,Diagnostic Techniques and Procedures,29
Microbiological Techniques,E,E05.200.875,Clinical Laboratory Techniques,Investigative Techniques,29
Microfilariae,B,B01.050.500.500.294.400.937.463.470,Filarioidea,Spirurida,29
Microfilariae,B,B05.525,Organism Forms,NULL,29
MicroRNAs,D,D13.150.650.319,"RNA, Antisense",Antisense Elements (Genetics),29
MicroRNAs,D,D13.444.735.790.552.500,"RNA, Small Untranslated","RNA, Untranslated",29
MicroRNAs,D,D13.444.735.150.319,"RNA, Antisense",RNA,29
Mother-Child Relations,F,F01.829.263.370.290.170,Parent-Child Relations,Family Relations,29
"Mutagenesis, Insertional",G,G05.365.590.575,Mutation,Genetic Variation,29
"Mutagenesis, Insertional",G,G05.558.550,Mutagenesis,Genetic Phenomena,29
"Mutagenesis, Insertional",E,E05.393.420.601.550,Protein Engineering,Genetic Engineering,29
"Obstetric Labor, Premature",C,C13.703.420.491,Obstetric Labor Complications,Pregnancy Complications,29
One Health,N,N01.400.530,Health,Population Characteristics,29
Ophthalmia Neonatorum,C,C16.614.677,"Infant, Newborn, Diseases","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",29
Ophthalmia Neonatorum,C,C11.187.183.220.538,"Conjunctivitis, Bacterial",Conjunctivitis,29
Ophthalmia Neonatorum,C,C11.294.354.220.625,"Conjunctivitis, Bacterial","Eye Infections, Bacterial",29
Ophthalmia Neonatorum,C,C01.150.252.289.225.625,"Conjunctivitis, Bacterial","Eye Infections, Bacterial",29
Ophthalmia Neonatorum,C,C01.150.252.400.625.774,Neisseriaceae Infections,Gram-Negative Bacterial Infections,29
Ophthalmia Neonatorum,C,C01.375.354.220.625,"Conjunctivitis, Bacterial","Eye Infections, Bacterial",29
Organophosphonates,D,D02.705.429,Organophosphorus Compounds,Organic Chemicals,29
Pelvic Inflammatory Disease,C,C01.635.500,Pelvic Infection,Infections,29
Pelvic Inflammatory Disease,C,C13.351.500.056.750,Adnexal Diseases,"Genital Diseases, Female",29
"Physicians, Primary Care",M,M01.526.485.810.800,Physicians,Health Personnel,29
"Physicians, Primary Care",N,N02.360.810.795,Physicians,Health Personnel,29
Pregnancy Rate,N,N01.224.935.849,Vital Statistics,Demography,29
Pregnancy Rate,N,N06.850.505.400.975.775,Vital Statistics,Demography,29
Pregnancy Rate,E,E05.318.308.985.775,Vital Statistics,Data Collection,29
Pregnancy Rate,G,G08.686.705,Reproductive Physiological Phenomena,Reproductive and Urinary Physiological Phenomena,29
Pregnancy Rate,N,N06.850.520.308.985.775,Vital Statistics,Data Collection,29
Problem Solving,F,F02.463.425.725,Learning,Mental Processes,29
Problem Solving,F,F02.463.785.810,Thinking,Mental Processes,29
Pseudomonas aeruginosa,B,B03.660.250.580.590.050,Pseudomonas,Pseudomonadaceae,29
Pseudomonas aeruginosa,B,B03.440.400.425.625.625.100,Pseudomonas,Pseudomonadaceae,29
Psychology,F,F04.096.628,Behavioral Sciences,Behavioral Disciplines and Activities,29
"Rats, Sprague-Dawley",B,B01.050.150.900.649.313.992.635.505.700.750,Rats,Murinae,29
Remote Consultation,N,N04.452.758.849.550,Referral and Consultation,Professional Practice,29
Remote Consultation,N,N04.590.374.800.550,Telemedicine,Delivery of Health Care,29
Remote Consultation,L,L01.178.847.652.550,Telemedicine,Telecommunications,29
Reproductive Behavior,G,G08.686.784.891,Reproduction,Reproductive Physiological Phenomena,29
Reproductive Behavior,F,F01.145.688,Behavior,Behavior and Behavior Mechanisms,29
Selenium,D,D01.268.185.850,Chalcogens,Elements,29
Selenium,D,D01.578.700,Minerals,Inorganic Chemicals,29
Self Medication,E,E02.319.900,Drug Therapy,Therapeutics,29
Self Medication,E,E02.900.900,Self Care,Therapeutics,29
Serum Albumin,D,D12.776.124.727,Blood Proteins,Proteins,29
Serum Albumin,D,D12.776.034.841,Albumins,Proteins,29
"Shock, Septic",C,C23.550.470.790.500.800,Sepsis,Systemic Inflammatory Response Syndrome,29
"Shock, Septic",C,C23.550.835.900.712,Systemic Inflammatory Response Syndrome,Shock,29
"Shock, Septic",C,C01.757.800,Sepsis,Infections,29
"Sodium, Dietary",D,D01.857.875,Sodium Compounds,Inorganic Chemicals,29
tau Proteins,D,D12.776.220.600.450.510,Microtubule-Associated Proteins,Microtubule Proteins,29
tau Proteins,D,D12.776.631.560.510,Microtubule-Associated Proteins,Nerve Tissue Proteins,29
Thymus Gland,A,A15.382.520.604.750,Lymphoid Tissue,Lymphatic System,29
Thymus Gland,A,A10.549.750,Lymphoid Tissue,Tissues,29
Transgender Persons,M,M01.777.500,Sexual and Gender Minorities,Persons,29
"Vaccines, Inactivated",D,D20.215.894.830,Vaccines,Biological Products,29
"Vaccines, Subunit",D,D20.215.894.860,Vaccines,Biological Products,29
Vasodilator Agents,D,D27.505.954.411.918,Cardiovascular Agents,Therapeutic Uses,29
Accidental Falls,N,N06.850.135.122,Accidents,Public Health,28
Acinetobacter baumannii,B,B03.440.400.425.537.050.099,Acinetobacter,Moraxellaceae,28
Acinetobacter baumannii,B,B03.660.250.530.050.099,Acinetobacter,Moraxellaceae,28
Aerosols,D,D26.255.165.055,Colloids,Dosage Forms,28
Aerosols,D,D20.280.055,Colloids,Complex Mixtures,28
Antibody Affinity,G,G12.122.125,Antigen-Antibody Reactions,Immune System Phenomena,28
Antibody Affinity,G,G12.040,Immune System Phenomena,NULL,28
Arabs,M,M01.686.754.167,Ethnic Groups,Population Groups,28
Blood Proteins,D,D12.776.124,Proteins,"Amino Acids, Peptides, and Proteins",28
"Blotting, Southern",E,E05.301.300.087,Electrophoresis,Electrochemical Techniques,28
"Blotting, Southern",E,E05.196.401.114,Electrophoresis,"Chemistry Techniques, Analytical",28
"Blotting, Southern",E,E05.601.150,Molecular Probe Techniques,Investigative Techniques,28
Body Weights and Measures,E,E05.041.124,Anthropometry,Investigative Techniques,28
Body Weights and Measures,G,G07.100.100,Body Constitution,Physiological Phenomena,28
Body Weights and Measures,E,E01.370.600.115.100,Body Constitution,Physical Examination,28
Carotid Intima-Media Thickness,E,E01.370.370.180,"Diagnostic Techniques, Cardiovascular",Diagnostic Techniques and Procedures,28
Carotid Intima-Media Thickness,E,E01.370.350.850.150,Ultrasonography,Diagnostic Imaging,28
Carotid Intima-Media Thickness,G,G09.330.210,Cardiovascular Physiological Phenomena,Circulatory and Respiratory Physiological Phenomena,28
Community Pharmacy Services,N,N02.421.143.221,Community Health Services,Health Services,28
Community Pharmacy Services,N,N02.421.668.274,Pharmaceutical Services,Health Services,28
Dairying,J,J01.040.246,Agriculture,"Technology, Industry, and Agriculture",28
DNA Probes,D,D27.720.470.530.600.223,Nucleic Acid Probes,Molecular Probes,28
DNA Probes,D,D27.505.259.750.600.223,Nucleic Acid Probes,Molecular Probes,28
